"","Item_Weight","Item_Fat_ContentLow Fat","Item_Fat_ContentRegular","Item_Visibility","Item_TypeBaking Goods","Item_TypeBreads","Item_TypeBreakfast","Item_TypeCanned","Item_TypeDairy","Item_TypeFrozen Foods","Item_TypeFruits and Vegetables","Item_TypeHard Drinks","Item_TypeHealth and Hygiene","Item_TypeHousehold","Item_TypeMeat","Item_TypeOthers","Item_TypeSeafood","Item_TypeSnack Foods","Item_TypeSoft Drinks","Item_TypeStarchy Foods","Item_MRP","Outlet_Establishment_Year1985","Outlet_Establishment_Year1987","Outlet_Establishment_Year1997","Outlet_Establishment_Year1998","Outlet_Establishment_Year1999","Outlet_Establishment_Year2002","Outlet_Establishment_Year2004","Outlet_Establishment_Year2007","Outlet_Establishment_Year2009","Outlet_SizeOther","Outlet_SizeHigh","Outlet_SizeMedium","Outlet_SizeSmall","Outlet_Location_TypeTi","Outlet_Location_TypeTier 1","Outlet_Location_TypeTier 2","Outlet_Location_TypeTier 3","Outlet_TypeOther","Outlet_TypeGrocery Store","Outlet_TypeSupermarket Type1","Outlet_TypeSupermarket Type2","Outlet_TypeSupermarket Type3"
"2579",20.25,1,0,0.014251461,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,148.6418,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"2580",16.5,1,0,0.035711426,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,93.612,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"2581",13.6,0,1,0.043655155,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,156.7946,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"2582",12.6,0,1,0.108568067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,42.9112,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"2583",20.35,1,0,0.090480214,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,119.5466,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"2584",7.275,1,0,0.027942357,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,145.076,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"2585",19.7,1,0,0.041730507,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,109.2912,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"2586",12.6,1,0,0.099589909,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,109.1886,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"2587",12.6,1,0,0.294939214,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,47.106,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"2588",14.15,1,0,0.008829806,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,196.811,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
"2589",19,1,0,0.067722325,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,130.8626,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
"2590",12.6,1,0,0.060405784,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234.5616,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"2591",20.5,1,0,0.054238448,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,37.119,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
"2592",6.96,1,0,0.077193561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,89.9146,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"2593",15.35,1,0,0.013869039,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,62.5168,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
"2594",17.1,1,0,0.067290244,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,114.586,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"2595",10.195,0,1,0.146960375,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,142.2838,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"2596",12.6,1,0,0.018632082,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,82.9908,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"2597",5.78,1,0,0.096536082,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.8552,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"2598",6.385,1,0,0.084008316,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,108.2596,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"2599",12.6,1,0,0.005638944,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184.9924,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"2600",9.3,1,0,0.01601936,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,248.5092,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"2601",13.65,0,1,0.13187274,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,188.024,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"2602",9.195,1,0,0.114863923,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,59.0246,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"2603",9.17,1,0,0.103138922,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.747,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"2604",12.6,1,0,0.056191301,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,53.2982,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"2605",14.85,1,0,0.01867669,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,188.7214,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"2606",19.35,0,1,0.021578923,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,120.5098,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"2607",18.7,1,0,0.054238448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,52.2324,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"2608",5.46,0,1,0.032242661,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,187.624,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"2609",8.785,1,0,0.025962714,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,120.9414,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"2610",12.6,1,0,0.096407554,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,210.8612,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"2611",8.76,1,0,0.050256604,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,127.3336,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
"2612",12.3,0,1,0.058234621,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,58.7562,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"2613",19.6,1,0,0.023931217,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,103.1964,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"2614",12.6,1,0,0.284065879,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,105.5622,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"2615",8.155,0,1,0.033692089,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,76.2354,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
"2616",12.6,0,1,0.023417004,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,223.8404,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"2617",7.97,1,0,0.034647829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,171.2422,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"2618",18.85,1,0,0.142219209,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,167.6132,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
"2619",11.1,1,0,0.11089655,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,191.5846,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"2620",9.6,1,0,0.006708517,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,164.6184,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"2621",9.27,1,0,0.103419257,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,148.105,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"2622",13.35,1,0,0.032180494,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,61.2194,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"2623",11.3,0,1,0.066717378,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,260.8962,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"2624",19,1,0,0.128814669,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,107.6622,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"2625",12.3,1,0,0.111500259,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.6874,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"2626",6.425,1,0,0.010497273,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,118.3808,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"2627",11.5,0,1,0.020653603,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,84.954,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
"2628",5.19,1,0,0.042687151,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,195.911,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"2629",12.15,1,0,0.021705417,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.5184,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"2630",15.25,1,0,0.026651184,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,86.6198,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"2631",11.8,0,1,0.106968096,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,221.6772,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"2632",15.7,0,1,0.030686952,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,253.4724,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"2633",16.75,0,1,0.008191729,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,103.5674,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"2634",10.8,0,1,0.048218142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.2138,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"2635",11.8,0,1,0.107036943,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,220.3772,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"2636",12.6,1,0,0.032381325,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,166.1842,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"2637",7.81,0,1,0.034043503,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,168.7158,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"2638",11.1,0,1,0.036027524,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,177.2712,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"2639",12.85,1,0,0.054238448,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,38.3164,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"2640",10.5,0,1,0.02498633,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,216.7508,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"2641",6.135,1,0,0.115032406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,161.0236,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"2642",12.6,1,0,0.068765925,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216.9166,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"2643",12.6,1,0,0.006727008,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,125.173,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"2644",9.3,1,0,0.016087659,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,249.6092,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
"2645",16.6,1,0,0.054238448,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,54.6614,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"2646",8.51,1,0,0.051936086,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,142.947,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"2647",8.645,1,0,0.1442339,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,95.441,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"2648",8.6,0,1,0.05443912,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.831,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"2649",12.6,1,0,0.033059299,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,196.4768,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"2650",14.5,1,0,0.089778187,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,158.4604,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"2651",6.65,1,0,0.053372768,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,149.5734,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"2652",20.1,0,1,0.022406575,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,225.9036,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"2653",15.25,0,1,0.065896556,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,179.266,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"2654",17.7,1,0,0.088305201,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,182.3292,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"2655",7.075,1,0,0.022566975,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,97.3068,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"2656",11.5,1,0,0.054238448,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,129.3652,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"2657",5.82,0,1,0.077756427,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,254.533,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"2658",8.785,1,0,0.020609218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,155.1656,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"2659",5.465,0,1,0.054238448,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.1626,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"2660",12.6,1,0,0.013066448,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,140.9154,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"2661",12.6,0,1,0.135118202,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,52.564,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"2662",15.7,0,1,0.030624844,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,252.2724,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"2663",7.39,1,0,0.092705683,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,251.9066,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"2664",12.6,1,0,0.042941559,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.9332,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"2665",6.8,1,0,0.03748996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.6034,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"2666",12.6,0,1,0.025795293,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,80.2302,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"2667",11.5,1,0,0.046115083,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,120.2124,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"2668",17.6,0,1,0.053170949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45.606,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"2669",7.75,0,1,0.082915017,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,34.9558,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"2670",12.6,1,0,0.082028694,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.6076,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"2671",18.6,1,0,0.076975118,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,161.8236,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"2672",5.73,1,0,0.045371855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,86.0882,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"2673",12.15,1,0,0.028642712,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,149.0708,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"2674",5.44,0,1,0.017047751,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.637,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"2675",17.7,0,1,0.042562588,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,165.021,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"2676",12.6,1,0,0.181769264,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,240.6196,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"2677",12.1,1,0,0.016812745,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,180.666,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"2678",8.355,1,0,0.054238448,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,145.6418,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"2679",6.26,0,1,0.016516867,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,151.1366,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"2680",15.75,1,0,0.134960397,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,101.37,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"2681",5.905,1,0,0.045614252,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,221.5456,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"2682",16,1,0,0.099136036,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,210.3902,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"2683",20.25,1,0,0.014222617,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,148.9418,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"2684",5.175,1,0,0.037457098,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,83.4224,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"2685",9,1,0,0.079279489,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,77.2644,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"2686",15.6,0,1,0.045835395,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,168.2132,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"2687",5.175,0,1,0.029616108,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,107.7622,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
"2688",12.6,1,0,0.054238448,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,175.4028,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"2689",18.7,1,0,0.0576269,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,83.3566,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"2690",17.6,1,0,0.015687045,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,182.6976,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"2691",18.2,1,0,0.162960415,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,43.5086,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"2692",13.15,1,0,0.024651269,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,179.5686,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"2693",8.6,0,1,0.091195818,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.231,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"2694",12.6,0,1,0.058542509,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,168.6448,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"2695",20.35,1,0,0.089608321,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,262.1594,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"2696",7.39,1,0,0.067766896,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,140.6812,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"2697",19.6,1,0,0.041355366,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,88.7514,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"2698",16.25,1,0,0.145913308,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,95.441,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"2699",6.28,1,0,0.027748176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,86.5198,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"2700",9.395,1,0,0.159201868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,226.072,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"2701",7.72,1,0,0.052274691,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,79.1986,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"2702",12.65,1,0,0.042175992,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,106.4938,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"2703",12.6,1,0,0.057933643,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,175.1738,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"2704",16.75,1,0,0.054238448,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7856,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"2705",15.5,0,1,0.026280116,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,102.3332,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"2706",8.88,1,0,0.086916126,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,153.3682,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"2707",18.25,1,0,0.075347426,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,126.3046,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"2708",8.935,1,0,0.040410039,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,52.9298,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"2709",16,1,0,0.09911729,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,210.7902,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"2710",19.7,1,0,0.053439522,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,55.093,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
"2711",20.6,1,0,0.023448504,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,93.9778,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"2712",19.25,1,0,0.108030434,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,32.4558,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"2713",14.15,0,1,0.024404558,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,198.311,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"2714",6.63,0,1,0.010961483,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,58.2588,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
